"ID de playlist","Nombre de playlist","Cantidad de canciones","Nombres de canciones","Descripción de playlist","Cantidad de seguidores de la playlist","Playlist publica","Cantidad de artistas","nombres de artistas","Playlist colaborativa","ID del propietario","link de playlist","Duración de playlist en segundos"
"2tXjugLYfXZKs03Y4WQmcJ","Classical music that makes you feel like a villain in the 19th century ",12,"{'Symphony No. 7 in A Major, Op. 92: II. Allegretto', 'Danse macabre', 'Valse sentimentale, Op.51, No.6', 'Coriolan, Op. 62: Overture', 'Swan Lake, Op. 20, Act II No. 10: Scène. Moderato', ""Devil's Trill Sonata"", 'Symphony No. 9 in E Minor, Op. 95, B. 178 ""From the New World"": 4. Allegro con fuoco', 'Dies Irae', 'No. 13 Dance of the Knights', 'Lacrimosa', 'Tchaikovsky: The Nutcracker, Op. 71, Act II: No. 14c, Pas de deux. Variation II ""Dance of the Sugar Plum Fairy""', 'Carnival of the Animals: Aquarium'}","original playlist is by ultravclet on youtube ",33376,False,8,"{'Antonín Dvořák', 'Giuseppe Tartini', 'Sergei Prokofiev', 'Giuseppe Verdi', 'Camille Saint-Saëns', 'Pyotr Ilyich Tchaikovsky', 'Ludwig van Beethoven', 'Wolfgang Amadeus Mozart'}",False,"u0dves0n831xpixmjz2cnqr0x","https://open.spotify.com/playlist/2tXjugLYfXZKs03Y4WQmcJ",4433.475
